atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Fabio Cannavaro,F. Cannavaro,141738,Uzbequistão,3061,0.7,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_JsjBEZw.png,2,3.04,Fabio Cannavaro,0.0,6,5.07,4,fabio-cannavaro,6,0.0,,,,,,,,,,,,,,,,,,,,
Curtis,Curtis,141759,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_ZXi8QY1.png,2,-0.65,Findlay Kenneth Curtis,0.0,4,2.38,4,curtis,6,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,
Alajbegovic,Alajbegovic,141851,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_dSuFNs7.png,3,4.33,Kerim-Sam Alajbegović,4.0,4,5.69,4,alajbegovic,6,-0.1,,,,,,1.0,3.0,1.0,1.0,5.0,,1.0,,,1.0,,,,,
Tomás Rodríguez,T. Rodríguez,141967,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_i2Z3Bsw.png,1,0.3,Tomás Abdiel Rodríguez Mena,0.0,5,2.56,4,tomas-rodriguez,6,0.0,,,,,,,3.0,1.0,,,,,,,,,,,,
Svensson,Svensson,142068,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_eCV2a0M.png,3,1.23,Daniel Jonathan Svensson,2.9,2,5.75,4,svensson,7,0.05,,,,,,2.0,,,1.0,,,,,,1.0,,,,,
Alipour,Alipour,142177,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_6WtHRXf.png,1,3.2,Ali Alipourghara,0.0,5,4.34,4,alipour,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Hardani,Hardani,142479,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_4LpxUqJ.png,2,5.25,Saleh Hardani Kherad,0.0,2,4.24,4,hardani,6,0.0,,,,,,3.0,,,,2.0,,,,,,,,,1.0,
Maidana,Maidana,142781,Paraguai,2354,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_Qevv8id.png,2,5.75,Alexandro Maidana Mendieta,0.0,2,5.15,4,maidana,6,0.0,,,,,,1.0,,,,,,,,,,,,,2.0,
Londoño,Londoño,142800,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_GQQPVWv.png,1,-0.3,Azarías Emmanuel Londoño González,0.0,5,2.35,4,londono,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Gutiérrez,Gutiérrez,142803,Panamá,3062,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_FORMATO_nTXQfhF.png,1,2.2,Jorge Abdiel Gutiérrez Cornejo,0.0,2,2.41,4,gutierrez,6,0.0,,,,,,1.0,1.0,,,2.0,,,,,,,,,,
Gill,Gill,142978,Paraguai,2354,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_lznz5Bk.png,4,8.45,Orlando Daniel Gill Noldín,8.3,1,7.77,4,gill,7,0.75,,,,21.0,,,,,,3.0,,,,5.0,,,,,2.0,
Yan Diomandé,Y. Diomandé,143294,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_CEfnqLv.png,4,6.32,Yan Diomande - Yann,8.7,5,9.15,4,yan-diomande,7,0.74,1.0,,,,,10.0,2.0,,3.0,7.0,,,,,,,,,,
Kapuadi,Kapuadi,143356,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_fZMXKAY.png,1,2.3,Steve Nkanu Kapuadi,0.0,3,3.22,4,kapuadi,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,
Tougai,Tougai,143775,Argélia,2338,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_MSI0ZUB.png,0,0.0,Mohamed Amine Tougai,0.0,3,4.0,4,tougai,6,0.0,,,,,,,,,,,,,,,,,,,,
Rayners,Rayners,144042,África do Sul,2358,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/28/photo_220x220_LnbfkYy.png,2,0.0,Iqraam Rayners,0.0,5,3.43,4,rayners,6,0.0,,,,,,,,,,,,,,,,,,,,
Tony Popovic,T. Popovic,144236,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_4qVs2L5.png,4,4.99,Anthony Popovic,2.78,6,5.2,4,tony-popovic,6,-0.1,,,,,,,,,,,,,,,,,,,,1.0
Aasgaard,Aasgaard,144483,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_U8pOJcB.png,1,17.0,Thelonious Gerard Aasgaard,0.0,4,10.86,4,aasgaard,6,0.0,,,,,,5.0,,,,3.0,,1.0,,,,,,,,
Penders,Penders,144965,Bélgica,2392,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_FD1PqjN.png,0,0.0,Mike Louis Penders,0.0,1,4.0,4,penders,6,0.0,,,,,,,,,,,,,,,,,,,,
Vuskovic,Vuskovic,145446,Croácia,2379,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_fY66fLE.png,1,3.2,Luka Vušković,0.0,3,5.95,4,vuskovic,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,,,,,,
Roefs,Roefs,145457,Holanda,2381,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_HkbHUkg.png,0,0.0,Robin Gerardus Petrus Roefs,0.0,1,4.0,4,roefs,6,0.0,,,,,,,,,,,,,,,,,,,,
Affengruber,Affengruber,145499,Áustria,2391,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/20/photo_FORMATO_xBc47eb.png,0,0.0,David Leopold Affengruber,0.0,3,3.0,4,affengruber,6,0.0,,,,,,,,,,,,,,,,,,,,
Jaquez,Jaquez,145608,Suíça,2320,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_tm8fR9T.png,1,2.6,Luca Antony Jaquez,0.0,3,3.36,4,jaquez,6,0.0,,,,,,2.0,3.0,,,1.0,,,,,,,,,,
Maza,Maza,145887,Argélia,2338,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_d2OUTjJ.png,4,3.95,Ibrahim Maza,2.5,4,6.04,4,maza,6,-0.07,,,,,,4.0,1.0,3.0,5.0,5.0,,,,,,,,,,
Bonny,Bonny,145894,Costa do Marfim,2350,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_AM2DnU4.png,4,0.95,Ange-Yoan Laurent Bonny,-0.1,5,4.31,4,bonny,7,-0.65,,,,,,1.0,1.0,1.0,,3.0,,,,,1.0,,,,,
Junnosuke Suzuki,J. Suzuki,145988,Japão,2369,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_CxJkp4b.png,2,3.2,Junnosuke Suzuki,-0.1,3,4.03,4,junnosuke-suzuki,6,-0.65,,1.0,,,,2.0,2.0,,,,,,,,,,,,1.0,
Chaloupek,Chaloupek,146032,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_pX4G34Y.png,1,2.7,Štěpán Chaloupek - Stepán,0.0,3,5.78,4,chaloupek,6,0.0,,,,,,2.0,1.0,,,,,,,,,,,,,
Promise David,P. David,146064,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_w39uGIB.png,2,8.05,Promise Oluwatobi Emmanuel David Akinpelu,0.0,5,9.11,4,promise-david,6,0.0,1.0,,,,,,2.0,2.0,1.0,1.0,,1.0,,,,,,,,
Zico,Zico,146228,Egito,2324,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_OCtESFO.png,4,5.2,Mostafa Mohamed Zaky Abdelraouf - Zaki Ziko,2.8,5,6.62,4,zico,7,0.3,1.0,,,,,3.0,6.0,1.0,2.0,5.0,,1.0,,,2.0,,,,,
Tarek Alaa,T. Alaa,146236,Egito,2324,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_8QE1OAx.png,0,0.0,Tarek Alaa Abdelghaffar Abdel Elgebaly - El Gebaly,0.0,4,3.0,4,tarek-alaa,6,0.0,,,,,,,,,,,,,,,,,,,,
Izzo,Izzo,146383,Austrália,2333,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_5AwsOHC.png,0,0.0,Paul David Izzo,0.0,1,2.0,4,izzo,6,0.0,,,,,,,,,,,,,,,,,,,,
Touré,Touré,146387,Austrália,2333,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_aUH36XA.png,3,1.07,Mohamed Touré,1.0,5,2.46,4,toure,6,-0.15,,,,,,1.0,4.0,1.0,1.0,2.0,,,,,1.0,,,,,
Amir Ghalenoei,A. Ghalenoei,146388,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_GSZoN2N.png,3,5.86,Amir Ghalenoei,0.0,6,5.64,4,amir-ghalenoei,6,0.0,,,,,,,,,,,,,,,,,,,,
Mohebi,Mohebi,146390,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/16/photo_FORMATO_LISCRQr.png,3,3.73,Mohammad Mohebbi,0.0,5,6.26,4,mohebi,6,0.0,,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,
Hosseinzadeh,Hosseinzadeh,146396,Irã,2336,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_Vnm9o4L.png,2,2.25,Amirhossein Hosseinzadehtazehgheshlagh,0.0,5,3.27,4,hosseinzadeh,6,0.0,,,,,,3.0,,,,,,,,,,,,,,
Mateo Chávez,M. Chávez,146414,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_3x3mq9Z.png,1,14.7,Mateo Chávez García,0.0,2,7.6,4,mateo-chavez,6,0.0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,
Nelson,Nelson,146415,Canadá,2361,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/09/photo_FORMATO.png,0,0.0,Jayden Nelson,0.0,4,3.0,4,nelson,6,0.0,,,,,,,,,,,,,,,,,,,,
Hayakawa,Hayakawa,146419,Japão,2369,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/21/photo_FORMATO_Q1YVQFf.png,0,0.0,Tomoki Hayakawa,0.0,1,4.0,4,hayakawa,6,0.0,,,,,,,,,,,,,,,,,,,,
Hadj Mahmoud,H. Mahmoud,146455,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_STfnnpL.png,2,1.2,Mohamed Belhadj Mahmoud - Hadj-Mahmoud / Haj,0.0,4,2.71,4,hadj-mahmoud,6,0.0,,,,,,2.0,2.0,,,,,,,,,,,,,
Neffati,Neffati,146457,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_uIlhNXL.png,0,0.0,Moutaz Neffati,0.0,2,2.0,4,neffati,6,0.0,,,,,,,,,,,,,,,,,,,,
Mastouri,Mastouri,146458,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_2zxBWgE.png,1,13.4,Hazem Mastouri,0.0,5,7.15,4,mastouri,6,0.0,,,,,,2.0,2.0,1.0,1.0,2.0,,1.0,,,,,,,,
Chaouat,Chaouat,146459,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_42cDmOZ.png,3,0.13,Firas Chawat,0.0,5,2.35,4,chaouat,6,0.0,,,,,,,1.0,,,2.0,,,,,3.0,,,,,
Saad,Saad,146461,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_zP6GXEi.png,2,1.7,Elias Saäd,0.0,5,2.97,4,saad,6,0.0,,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,,,,,
Belammari,Belammari,146550,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_Bh4iyHP.png,0,0.0,Youssef Belammari,0.0,2,3.0,4,belammari,6,0.0,,,,,,,,,,,,,,,,,,,,
Castrop,Castrop,146579,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_uUJFboy.png,1,0.6,Jens Castrop,0.0,4,5.11,4,castrop,6,0.0,,,,,,1.0,3.0,,,,,,,,,,,,,
Eom Ji-Sung,E. Ji-Sung,146580,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_0INhvCW.png,1,0.0,Ji-sung Eom,0.0,5,3.23,4,eom-ji-sung,6,0.0,,,,,,,,,,,,,,,,,,,,
Lee Tae-Seok,L. Tae-Seok,146583,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_Ry4JaUj.png,2,1.3,Tae-seok Lee,0.0,2,3.43,4,lee-tae-seok,6,0.0,,,,,,2.0,3.0,,,1.0,,,,,,,,,,
Lee Han-Beom,L. Han-Beom,146584,Coreia do Sul,2374,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_XxrukAN.png,2,3.55,Han-beom Lee,0.0,3,3.99,4,lee-han-beom,6,0.0,,,,,,5.0,4.0,,1.0,,,,,,,,,,,
Pape Thiaw,P. Thiaw,146851,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_WN9KVnY.png,4,6.91,Pape Bouna Thiaw,5.34,6,6.66,4,pape-thiaw,6,-0.09,,,,,,,,,,,,,,,,,,,,1.0
Tangvik,Tangvik,146859,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_Kx47Apz.png,0,0.0,Sander Tangvk,0.0,1,3.0,4,tangvik,6,0.0,,,,,,,,,,,,,,,,,,,,
Tounekti,Tounekti,146870,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_giT6tvj.png,3,-0.1,Sebastian Tounekti,0.0,5,2.25,4,tounekti,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Ben Hessen,B. Hessen,146875,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_FORMATO_sKJStd4.png,0,0.0,Sabri Ben Hassen - Hsan,0.0,1,2.0,4,ben-hessen,6,0.0,,,,,,,,,,,,,,,,,,,,
Elloumi,Elloumi,146977,Tunísia,2337,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/15/photo_220x220.png,0,0.0,Rayan Elloumi,0.0,5,2.0,4,elloumi,6,0.0,,,,,,,,,,,,,,,,,,,,
Fletcher,Fletcher,147188,Escócia,2327,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_zTV9qaX.png,0,0.0,Tyler Robert Fletcher,0.0,4,2.0,4,fletcher,6,0.0,,,,,,,,,,,,,,,,,,,,
Zeneli,Zeneli,147834,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_PftBHi4.png,2,1.2,Besfort Zeneli,1.2,4,2.84,4,zeneli,6,-0.01,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
Bara Ndiaye,B. Ndiaye,147890,Senegal,2347,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/21/photo_FORMATO_LgdJJ35.png,1,2.2,Bara Joseph Sapoko N'Diaye,2.2,4,3.38,4,bara-ndiaye,6,0.38,,,,,,,,1.0,,2.0,,,,,,,,,,
Sidny Cabral,S. Cabral,147891,Cabo Verde,3201,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/28/photo_FORMATO_AWYIfSC.png,3,7.4,Sidny Lopes Cabral,10.2,2,8.46,4,sidny-cabral,7,1.83,,2.0,,,,3.0,2.0,1.0,2.0,9.0,,1.0,,,,,,,1.0,
Amaimouni,Amaimouni,147965,Marrocos,2332,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_Q94YdV6.png,2,2.35,Ayoube Amaimouni-Echghouyabe / Echghouyab,0.0,5,4.0,4,amaimouni,6,0.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
Smith,Smith,149612,Suécia,2368,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_xyFqGsB.png,0,0.0,Eric Anders Smith,0.0,3,4.0,4,smith,6,0.0,,,,,,,,,,,,,,,,,,,,
Herman Johansson,H. Johansson,149614,Suécia,2368,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/05/photo_FORMATO.png,0,0.0,Herman Nils Johansson,0.0,2,2.0,4,herman-johansson,6,0.0,,,,,,,,,,,,,,,,,,,,
Stroud,Stroud,149616,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_6SulLfz.png,4,0.47,Elliot Karl Stroud,2.8,2,1.54,4,stroud,7,0.59,,,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,
Taha Ali,T. Ali,149618,Suécia,2368,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_N0CicuV.png,2,0.5,Taha Abdi Ali,1.0,5,1.72,4,taha-ali,6,0.1,,,,,,,,,,2.0,,,,,,,,,,
Visinsky,Visinsky,149722,República Tcheca,2352,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/22/photo_FORMATO_ideoua0.png,1,2.1,Denis Višinský,0.0,4,4.82,4,visinsky,6,0.0,,,,,,,,,2.0,1.0,,,,,,,,,,
Memic,Memic,149795,Bósnia,2865,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/11/photo_FORMATO_IhaeVCD.png,3,1.9,Amar Memić,2.7,4,4.36,4,memic,6,0.13,,,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,
Lukic,Lukic,149796,Bósnia,2865,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/13/photo_FORMATO.png,1,10.2,Jovo Lukić,0.0,5,6.76,4,lukic,6,0.0,,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,
Falchener,Falchener,149804,Noruega,2323,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/29/photo_FORMATO_hRourFE.png,1,0.0,Henrik Sælebakke Falchener - Saelebakke,0.0,3,2.45,4,falchener,6,0.0,,,,,,,,,,,,,,,,,,,,
Manzambi,Manzambi,149805,Suíça,2320,0.0,True,https://s.sde.globo.com/media/person_role/2026/05/19/photo_FORMATO_IqzeZPS.png,3,6.93,Johan Kula Manzambi,7.2,4,8.02,4,manzambi,7,0.32,2.0,,,,,1.0,3.0,,1.0,3.0,,1.0,,,1.0,,,,,
Cipenga,Cipenga,149838,RD Congo,3184,0.0,True,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_b2BBHvZ.png,2,5.85,Brian Kibambe Cipenga,10.1,5,4.7,4,cipenga,6,2.5,,,,,,1.0,2.0,,3.0,1.0,,1.0,,,1.0,,,,,
Fayulu,Fayulu,149839,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/05/14/photo_FORMATO_L47F0L6.png,0,0.0,Timothy Bruce Munzoko Fayulu,0.0,1,2.0,4,fayulu,6,0.0,,,,,,,,,,,,,,,,,,,,
Epolo,Epolo,149840,RD Congo,3184,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_M2vwgPz.png,0,0.0,Matthieu Luka Epolo,0.0,1,3.0,4,epolo,6,0.0,,,,,,,,,,,,,,,,,,,,
Sher,Sher,149842,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_NZVaHvR.png,1,0.0,Aimar Hazar Anwar Sher,0.0,4,2.43,4,sher,6,0.0,,,,,,,,,,,,,,,,,,,,
Yakob,Yakob,149843,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_IelR7WC.png,1,-0.3,Kevin Enkido Yakob William,0.0,4,2.35,4,yakob,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Ali Yousif,A. Yousif,149845,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_tMqUyY8.png,1,-0.3,Ali Yousef Hashim Najatee - Youssef,0.0,5,2.35,4,ali-yousif,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Zaid Ismail,Z. Ismail,149846,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_RubhF4q.png,2,3.45,Zaid Ismael Khaleel Al-Dulaimi,0.0,4,3.21,4,zaid-ismail,6,0.0,,,,,,5.0,2.0,,,,,,,,,,,,,
Farji,Farji,149847,Iraque,2342,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_6crXkLp.png,2,1.25,Marko Jabbar Hussein Farji,0.0,5,2.04,4,farji,6,0.0,,,,,,1.0,,,,2.0,,,,,,,,,,
Armando González,A. González,149857,México,2360,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/02/photo_FORMATO_Dp7rJBo.png,1,-0.3,Armando González Alba,0.0,5,5.55,4,armando-gonzalez,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Opoku,Opoku,149870,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_z3tY0LA.png,1,6.2,Jerome Osei Opoku,0.0,3,5.39,4,opoku,6,0.0,,,,,,,1.0,,,3.0,,,,,,,,,1.0,
Adjetey,Adjetey,149871,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_VTEA7nh.png,2,2.35,Jonas Adjei Adjetey,0.0,3,3.37,4,adjetey,6,0.0,,,,,,,1.0,,,,,,,,,,,,1.0,
Bonsu Baah,B. Baah,149872,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_QLZ8YDQ.png,0,0.0,Christopher Bonsu Baah,0.0,5,6.0,4,bonsu-baah,6,0.0,,,,,,,,,,,,,,,,,,,,
Peprah Oppong,P. Oppong,149873,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_p730J4w.png,2,1.85,Kojo Peprah Oppong,0.0,3,3.79,4,peprah-oppong,6,0.0,,1.0,,,,,1.0,,,,,,,,,,,,1.0,
Asare,Asare,149874,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_cnt6oKT.png,2,4.75,Benjamin Asare,0.0,1,4.0,4,asare,6,0.0,,,,5.0,,,,,,,,,,2.0,,,,,1.0,
Yirenkyi,Yirenkyi,149875,Gana,2375,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/18/photo_FORMATO_VtemFdn.png,2,3.15,Caleb Marfo Yirenkyi,0.0,2,4.5,4,yirenkyi,6,0.0,,,,,,1.0,4.0,,,2.0,,,,,,,,,1.0,
Arévalo,Arévalo,150742,Equador,2372,0.0,False,https://s.sde.globo.com/media/person_role/2026/06/03/photo_FORMATO_ro5Qkob.png,0,0.0,Jeremy Alberto Arévalo Mera,0.0,5,3.0,4,arevalo,6,0.0,,,,,,,,,,,,,,,,,,,,
Sébastien Migné,S. Migné,150853,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/13/photo_FORMATO_WMYUhCA.png,3,3.2,Sébastien Bernard Henri Clément Migné,0.0,6,3.33,4,sebastien-migne,6,0.0,,,,,,,,,,,,,,,,,,,,
Expérience,Expérience,150854,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_mmOWpoj.png,3,4.47,Martin Yves Roberns Didier Expérience,0.0,2,4.68,4,experience,6,0.0,,,,,,8.0,8.0,,1.0,6.0,,,,,,,,,,
Deedson,Deedson,150856,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_1HlkUjY.png,3,0.6,Don Deedson Louicius,0.0,5,1.53,4,deedson,6,0.0,,,,,,1.0,3.0,,1.0,1.0,,,,,1.0,,,,,
Lacroix,Lacroix,150860,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_9tLKFxc.png,0,0.0,Markhus Lacroix - Duke,0.0,2,2.0,4,lacroix,6,0.0,,,,,,,,,,,,,,,,,,,,
Paugain,Paugain,150861,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_dxyktFe.png,0,0.0,Wilguens Raphaël Polynice Paugin,0.0,2,2.0,4,paugain,6,0.0,,,,,,,,,,,,,,,,,,,,
Woodensky Pierre,W. Pierre,150863,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_11kW3WM.png,0,0.0,Olivier Woodenski Pierre,0.0,4,2.0,4,woodensky-pierre,6,0.0,,,,,,,,,,,,,,,,,,,,
Sainté,Sainté,150864,Haiti,2334,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/02/photo_FORMATO_jRaUNao.png,0,0.0,Carl Fred Sainté - Sainthe,0.0,4,2.0,4,sainte,6,0.0,,,,,,,,,,,,,,,,,,,,
Comenencia,Comenencia,150866,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_gOAyfbY.png,3,6.0,Livano Shyron Liomar Comenencia,0.0,4,6.24,4,comenencia,6,0.0,,1.0,,,,7.0,4.0,1.0,,1.0,,1.0,,,,,,,,
Martha,Martha,150874,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_HMpMun2.png,0,0.0,Ar'jany Jainel Archenir Martha - Arjany,0.0,4,2.0,4,martha,6,0.0,,,,,,,,,,,,,,,,,,,,
Jamal Sellami,J. Sellami,150875,Jordânia,3231,0.0,False,https://s.sde.globo.com/media/person_role_contract_photo/2026/06/03/photo_FORMATO_FBqWrMW.png,3,3.94,Jamal Sellami - Salami,0.0,6,3.72,4,jamal-sellami,6,0.0,,,,,,,,,,,,,,,,,,,,
Noslin,Noslin,150876,Curaçao,3221,0.0,False,https://s.sde.globo.com/media/person_role/2026/05/18/photo_FORMATO_sOo2Q7B.png,1,2.2,Tyrese Yurvencey Noslin,0.0,2,2.41,4,noslin,6,0.0,,,,,,,,1.0,,2.0,,,,,,,,,,
